4:(Intercept),4:age_dx,4:sexM,4:c_chf1,4:c_ihd1,4:c_cancer1,4:c_dm1,4:c_asthma1,4:c_dementia1,4:c_depression1,4:c_anxiety1,4:c_htn1,4:rio_cat2.10-44,4:rio_cat3.45+,4:deprivationQ2,4:deprivationQ3,4:deprivationQ4,4:deprivationQ5,4:ned_c,4:nhosp_c,4:ned_o,4:nhosp_o,4:smoking_current,4:smoking_former,5:(Intercept),5:age_dx,5:sexM,5:c_chf1,5:c_ihd1,5:c_cancer1,5:c_dm1,5:c_asthma1,5:c_dementia1,5:c_depression1,5:c_anxiety1,5:c_htn1,5:rio_cat2.10-44,5:rio_cat3.45+,5:deprivationQ2,5:deprivationQ3,5:deprivationQ4,5:deprivationQ5,5:ned_c,5:nhosp_c,5:ned_o,5:nhosp_o,5:smoking_current,5:smoking_former,7:(Intercept),7:age_dx,7:sexM,7:c_chf1,7:c_ihd1,7:c_cancer1,7:c_dm1,7:c_asthma1,7:c_dementia1,7:c_depression1,7:c_anxiety1,7:c_htn1,7:rio_cat2.10-44,7:rio_cat3.45+,7:deprivationQ2,7:deprivationQ3,7:deprivationQ4,7:deprivationQ5,7:ned_c,7:nhosp_c,7:ned_o,7:nhosp_o,7:smoking_current,7:smoking_former
-0.0000411,0.0000005,0.0000032,0.0000002,-0.0000083,-0.0000027,-0.0000020,-0.0000239,-0.0000162,-0.0000215,-0.0000295,0.0000036,-0.0000052,-0.0000303,-0.0000003,-0.0000067,0.0000063,-0.0000019,-0.0000102,-0.0000051,0.0000204,-0.0000470,0.0000109,0.0000048,-0.0000038,0.0000001,-0.0000005,-0.0000002,-0.0000037,0.0000003,-0.0000006,-0.0000122,-0.0000103,-0.0000061,-0.0000085,-0.0000013,-0.0000050,-0.0000143,0.0000046,0.0000041,0.0000066,0.0000024,-0.0000061,0.0000017,0.0000065,-0.0000172,-0.0000034,-0.0000015,0.0000033,0.0000000,0.0000012,-0.0000019,-0.0000032,-0.0000015,-0.0000021,-0.0000091,0.0000000,0.0000000,-0.0000107,0.0000003,-0.0000009,-0.0000054,0.0000001,-0.0000022,0.0000017,-0.0000018,-0.0000048,-0.0000048,0.0000088,-0.0000226,-0.0000001,-0.0000010
0.0001902,-0.0000035,-0.0000396,-0.0000232,-0.0000501,-0.0000019,-0.0000529,0.0000220,0.0000664,-0.0000420,0.0000270,-0.0000446,0.0000148,0.0000454,0.0000118,0.0000223,0.0000042,0.0000007,0.0000355,-0.0000460,-0.0000470,0.0003190,-0.0000335,-0.0000047,0.0000380,-0.0000011,-0.0000155,0.0000008,-0.0000145,0.0000108,-0.0000178,0.0000106,0.0000091,-0.0000289,-0.0000093,-0.0000088,0.0000027,0.0000276,0.0000006,-0.0000051,0.0000002,0.0000035,0.0000146,-0.0000168,-0.0000210,0.0001548,-0.0000005,-0.0000141,0.0000496,-0.0000014,-0.0000170,-0.0000115,-0.0000271,0.0000086,-0.0000203,0.0000083,-0.0000001,0.0000001,0.0000091,-0.0000107,0.0000095,0.0000204,0.0000098,0.0000154,0.0000115,0.0000092,0.0000165,-0.0000227,-0.0000224,0.0001649,-0.0000095,-0.0000025
-0.0102971,0.0000618,-0.0004622,0.0006963,0.0000991,0.0001471,0.0000782,0.0006847,0.0004969,0.0002051,-0.0001539,0.0003446,0.0000882,0.0002043,0.0002378,0.0000437,-0.0000973,-0.0000813,-0.0000393,-0.0001017,0.0000109,-0.0000335,0.0075093,0.0054168,-0.0037286,0.0000219,-0.0001766,0.0002742,0.0000272,0.0000291,0.0000185,0.0003477,0.0001842,-0.0000759,0.0000025,0.0001171,0.0000547,0.0001652,0.0000348,-0.0000130,-0.0000862,-0.0000507,-0.0000260,-0.0000560,0.0000014,-0.0000138,0.0029835,0.0021618,-0.0038071,0.0000247,-0.0001903,0.0002997,0.0000420,0.0000450,0.0000518,0.0002833,0.0000041,-0.0000059,-0.0000342,0.0001266,-0.0000316,0.0000109,0.0000571,0.0000066,-0.0000710,-0.0000317,-0.0000287,-0.0000238,-0.0000005,0.0000000,0.0028269,0.0020137
-0.0067988,0.0000206,-0.0008838,0.0004465,-0.0000375,0.0000890,-0.0000754,0.0003179,0.0004841,0.0000130,0.0000607,-0.0000511,0.0000698,0.0000252,0.0004039,0.0003418,0.0001744,0.0002199,0.0000099,-0.0000542,0.0000048,-0.0000047,0.0054168,0.0067953,-0.0024449,0.0000063,-0.0003396,0.0001583,-0.0000162,-0.0000118,-0.0000365,0.0002107,0.0001486,-0.0001250,0.0000838,-0.0000369,0.0000421,0.0001119,0.0000971,0.0000774,0.0000039,0.0000358,-0.0000010,-0.0000279,0.0000002,-0.0000119,0.0021215,0.0027752,-0.0025257,0.0000088,-0.0003310,0.0002051,-0.0000133,-0.0000097,-0.0000342,0.0001592,0.0000026,-0.0000033,0.0000482,-0.0000286,-0.0000237,0.0000028,0.0001313,0.0001191,0.0000290,0.0000764,-0.0000004,-0.0000189,-0.0000004,-0.0000011,0.0019947,0.0026049
0.0181881,-0.0001720,-0.0004163,-0.0000243,0.0001077,0.0001527,-0.0003103,-0.0013671,-0.0004010,-0.0009188,-0.0007496,0.0003345,-0.0006771,-0.0004233,-0.0028716,-0.0027889,-0.0028079,-0.0031583,-0.0000418,0.0002389,-0.0000038,0.0000380,-0.0037286,-0.0024449,0.2747085,-0.0026681,-0.0072769,0.0030630,-0.0005515,0.0036211,-0.0071397,-0.0173037,0.0048064,-0.0216634,-0.0093927,-0.0007795,-0.0094630,-0.0074301,-0.0307597,-0.0317372,-0.0295919,-0.0339199,-0.0021459,0.0034792,-0.0002561,0.0008647,-0.0480625,-0.0257655,0.0173402,-0.0001638,-0.0003058,0.0000310,0.0000202,0.0002746,-0.0003510,-0.0012996,-0.0000199,0.0000298,-0.0007420,0.0003380,-0.0005722,-0.0004347,-0.0028361,-0.0026927,-0.0027245,-0.0030682,-0.0000556,0.0002467,-0.0000242,0.0000537,-0.0035190,-0.0023389
-0.0001701,0.0000024,0.0000013,-0.0000049,-0.0000039,-0.0000078,0.0000031,0.0000105,0.0000010,0.0000125,0.0000070,-0.0000135,-0.0000001,-0.0000020,0.0000015,0.0000011,0.0000027,0.0000070,-0.0000007,-0.0000018,0.0000001,-0.0000011,0.0000219,0.0000063,-0.0026681,0.0000341,0.0000330,-0.0000897,-0.0000141,-0.0001007,0.0000845,0.0001235,-0.0000969,0.0002681,0.0000862,-0.0001586,0.0000421,0.0000370,0.0000137,0.0000334,0.0000149,0.0000717,0.0000022,-0.0000270,0.0000041,-0.0000136,0.0003528,0.0001058,-0.0001623,0.0000023,0.0000004,-0.0000047,-0.0000026,-0.0000092,0.0000036,0.0000095,0.0000002,-0.0000003,0.0000077,-0.0000133,-0.0000016,-0.0000029,0.0000025,0.0000014,0.0000031,0.0000069,-0.0000007,-0.0000019,0.0000005,-0.0000013,0.0000211,0.0000068
-0.0003838,0.0000007,0.0011759,-0.0001193,-0.0001333,-0.0000726,-0.0001031,0.0001423,0.0000396,0.0001080,0.0001333,0.0000597,0.0000047,-0.0000262,0.0000257,0.0000452,0.0000527,0.0000479,-0.0000046,0.0000095,-0.0000005,-0.0000155,-0.0001766,-0.0003396,-0.0072769,0.0000330,0.0158677,-0.0010301,-0.0016479,-0.0015711,-0.0005095,0.0022112,0.0001116,0.0019984,0.0015317,0.0011385,0.0000414,-0.0008241,0.0005192,0.0006499,0.0010316,0.0007967,-0.0001362,0.0001064,0.0000184,-0.0002565,-0.0027043,-0.0054248,-0.0004135,0.0000017,0.0011139,-0.0000934,-0.0000999,-0.0000245,-0.0000666,0.0001420,0.0000006,-0.0000012,0.0001255,0.0000615,-0.0000289,-0.0000814,0.0000004,0.0000161,0.0000472,0.0000445,-0.0000126,0.0000223,-0.0000030,-0.0000031,-0.0001877,-0.0003446
0.0000218,-0.0000053,-0.0001112,0.0028076,-0.0004796,0.0001023,-0.0003015,0.0000998,-0.0000516,-0.0000131,-0.0000245,-0.0001452,-0.0000211,-0.0000035,0.0000687,0.0000581,0.0000603,0.0000686,0.0000171,-0.0000434,-0.0000002,0.0000008,0.0002742,0.0001583,0.0030630,-0.0000897,-0.0010301,0.0233632,-0.0047657,0.0013528,-0.0031950,0.0015744,-0.0016750,-0.0008670,0.0000783,-0.0019950,0.0004660,0.0008263,-0.0003775,-0.0000517,0.0000272,-0.0001846,0.0001777,-0.0004656,0.0000130,-0.0002032,0.0029297,0.0015816,-0.0001404,-0.0000005,-0.0001089,0.0024768,-0.0004412,0.0002067,-0.0002600,0.0000737,0.0000002,-0.0000003,-0.0000074,-0.0001425,-0.0001221,-0.0001573,0.0000300,0.0000216,0.0000803,0.0000953,-0.0000068,-0.0000047,-0.0000007,0.0000156,0.0001918,0.0001089
0.0001153,-0.0000041,-0.0001316,-0.0004799,0.0018735,0.0000428,-0.0001288,0.0000389,-0.0001520,0.0000654,-0.0000282,-0.0001611,0.0000020,0.0000602,0.0000116,-0.0000415,-0.0000053,-0.0000357,0.0000272,-0.0000407,-0.0000037,-0.0000145,0.0000272,-0.0000162,-0.0005515,-0.0000141,-0.0016479,-0.0047657,0.0197910,-0.0001149,-0.0010530,0.0003590,-0.0006449,-0.0008696,-0.0003588,-0.0018090,0.0000148,0.0008400,-0.0003055,-0.0013085,-0.0000242,-0.0008092,0.0002139,-0.0003236,-0.0000280,-0.0002569,0.0009422,-0.0000259,0.0000087,-0.0000025,-0.0000963,-0.0004304,0.0017915,0.0000190,-0.0001149,0.0000423,-0.0000001,0.0000001,0.0000086,-0.0001728,-0.0000123,0.0000278,0.0000036,-0.0000700,-0.0000236,-0.0000526,0.0000300,-0.0000484,-0.0000020,-0.0000297,0.0000589,-0.0000040
0.0002658,-0.0000091,-0.0000812,0.0000898,0.0000401,0.0023698,-0.0001480,0.0000286,0.0001978,-0.0000618,-0.0001598,0.0000118,-0.0000431,0.0000501,0.0001409,0.0001303,0.0001138,0.0001124,0.0000012,-0.0000149,0.0000003,0.0000108,0.0000291,-0.0000118,0.0036211,-0.0001007,-0.0015711,0.0013528,-0.0001149,0.0222162,-0.0014958,0.0004760,0.0021880,-0.0002384,-0.0013778,-0.0001018,-0.0004081,0.0004711,-0.0000375,-0.0001492,0.0001016,0.0001527,0.0000943,-0.0000839,-0.0000016,-0.0000371,0.0005066,0.0003338,0.0003767,-0.0000105,-0.0000745,0.0000819,0.0000107,0.0022960,-0.0001532,0.0000107,-0.0000012,0.0000014,-0.0001687,0.0000140,-0.0000105,0.0000976,0.0001067,0.0000962,0.0000899,0.0000977,0.0000049,-0.0000245,-0.0000008,0.0000117,0.0000460,0.0000154
-0.0002586,0.0000025,-0.0000935,-0.0003091,-0.0001293,-0.0001476,0.0017889,-0.0000099,-0.0000999,-0.0001265,0.0000214,-0.0002424,0.0000548,0.0000330,-0.0000926,-0.0000255,-0.0000107,-0.0000498,0.0000142,-0.0000220,-0.0000006,-0.0000178,0.0000185,-0.0000365,-0.0071397,0.0000845,-0.0005095,-0.0031950,-0.0010530,-0.0014958,0.0188388,0.0002435,-0.0014211,-0.0012085,0.0006023,-0.0029868,-0.0000510,0.0003032,-0.0006547,-0.0004146,-0.0003161,-0.0007731,0.0001154,-0.0002228,-0.0000045,-0.0002985,0.0005084,-0.0003992,-0.0002762,0.0000027,-0.0000706,-0.0002946,-0.0001125,-0.0001510,0.0017202,0.0000090,0.0000007,-0.0000006,0.0000211,-0.0002338,0.0000456,0.0000140,-0.0000765,-0.0000222,-0.0000271,-0.0000497,0.0000164,-0.0000246,-0.0000025,-0.0000197,0.0000275,-0.0000397
-0.0013414,0.0000098,0.0001383,0.0001100,0.0000316,0.0000264,-0.0000138,0.0014230,0.0000394,0.0000105,-0.0000637,-0.0000611,0.0000542,0.0001393,0.0000366,0.0000929,-0.0000314,0.0000500,0.0000012,-0.0000238,-0.0000122,0.0000106,0.0003477,0.0002107,-0.0173037,0.0001235,0.0022112,0.0015744,0.0003590,0.0004760,0.0002435,0.0197498,0.0011091,0.0008630,-0.0009460,-0.0002876,0.0000913,0.0005475,0.0005196,0.0016844,0.0006066,0.0005029,-0.0002561,0.0000059,-0.0000529,0.0001211,0.0035142,0.0010641,-0.0012934,0.0000096,0.0001373,0.0001017,0.0000362,0.0000171,0.0000122,0.0013963,0.0000013,-0.0000022,-0.0000637,-0.0000505,0.0000096,0.0000871,0.0000568,0.0001093,0.0000080,0.0000500,-0.0000048,-0.0000105,-0.0000107,0.0000189,0.0002999,0.0001683
-0.0002532,-0.0000007,0.0000587,-0.0000989,-0.0001557,0.0001963,-0.0001195,0.0000595,0.0103836,-0.0037034,-0.0005882,-0.0001507,-0.0000535,0.0000258,0.0000905,0.0002994,0.0002334,0.0003160,0.0000240,-0.0000599,-0.0000103,0.0000091,0.0001842,0.0001486,0.0048064,-0.0000969,0.0001116,-0.0016750,-0.0006449,0.0021880,-0.0014211,0.0011091,0.0633961,-0.0301918,-0.0038631,-0.0019271,-0.0001097,0.0018192,-0.0010108,0.0002918,0.0001191,0.0014572,0.0001718,-0.0000038,-0.0001199,0.0002485,0.0010693,0.0013956,0.0001761,-0.0000079,0.0000281,-0.0002030,-0.0001032,0.0001446,-0.0001337,0.0000725,-0.0000057,0.0000033,-0.0003782,-0.0001342,0.0000903,0.0002084,0.0000264,0.0001808,0.0001100,0.0001997,0.0000324,-0.0000564,-0.0000093,-0.0000037,0.0002022,0.0002121
-0.0009206,0.0000134,0.0001157,-0.0000093,0.0000718,-0.0000762,-0.0001231,0.0000215,-0.0039325,0.0071767,-0.0003869,0.0000262,0.0000643,0.0000359,-0.0000495,-0.0001647,-0.0000068,-0.0001906,0.0000124,-0.0000332,-0.0000061,-0.0000289,-0.0000759,-0.0001250,-0.0216634,0.0002681,0.0019984,-0.0008670,-0.0008696,-0.0002384,-0.0012085,0.0008630,-0.0301918,0.0839413,-0.0060983,0.0000271,0.0008854,0.0011647,0.0013135,0.0005100,0.0008147,-0.0003090,-0.0002491,0.0000727,-0.0002435,-0.0001974,0.0024698,0.0008105,-0.0008939,0.0000118,0.0000939,-0.0000722,-0.0000259,-0.0000606,-0.0001475,0.0000477,0.0000051,-0.0000069,-0.0003865,-0.0000106,0.0001073,0.0001325,0.0000571,-0.0000273,0.0000550,-0.0000663,0.0000093,-0.0000378,-0.0000083,-0.0000525,0.0000693,0.0000179
-0.0007835,0.0000073,0.0001301,-0.0000283,-0.0000318,-0.0001570,0.0000186,-0.0000638,-0.0005999,-0.0003969,0.0018264,-0.0000244,0.0000843,0.0000784,-0.0000899,-0.0001048,-0.0001442,-0.0000749,0.0000028,0.0000121,-0.0000085,-0.0000093,0.0000025,0.0000838,-0.0093927,0.0000862,0.0015317,0.0000783,-0.0003588,-0.0013778,0.0006023,-0.0009460,-0.0038631,-0.0060983,0.0254964,-0.0002494,0.0007146,0.0005781,-0.0010727,-0.0003607,-0.0007719,0.0000047,-0.0000197,0.0000653,-0.0001642,0.0001830,-0.0010673,-0.0000559,-0.0010306,0.0000125,0.0001590,0.0000599,0.0000269,-0.0001292,0.0000426,-0.0000586,0.0000019,-0.0000005,0.0017806,-0.0000451,-0.0000544,-0.0001060,-0.0001419,-0.0001365,-0.0001740,-0.0000922,-0.0000093,0.0000266,-0.0000127,0.0000118,-0.0000398,-0.0000012
0.0003915,-0.0000141,0.0000617,-0.0001442,-0.0001655,0.0000163,-0.0002451,-0.0000548,-0.0001658,0.0000171,-0.0000227,0.0012297,-0.0000361,-0.0000314,-0.0000399,0.0000076,-0.0000466,-0.0000391,0.0000141,-0.0000004,-0.0000013,-0.0000088,0.0001171,-0.0000369,-0.0007795,-0.0001586,0.0011385,-0.0019950,-0.0018090,-0.0001018,-0.0029868,-0.0002876,-0.0019271,0.0000271,-0.0002494,0.0193673,-0.0001434,-0.0002445,0.0002080,0.0004974,0.0001328,0.0000241,0.0002002,-0.0000980,0.0000152,-0.0001609,0.0018389,-0.0003370,0.0004028,-0.0000143,0.0000469,-0.0001479,-0.0001716,0.0000062,-0.0002370,-0.0000502,-0.0000003,0.0000005,-0.0000548,0.0012284,-0.0000329,-0.0000165,-0.0000342,0.0000134,-0.0000368,-0.0000404,0.0000137,0.0000020,-0.0000009,-0.0000116,0.0001230,-0.0000233
-0.0008105,0.0000014,-0.0000045,-0.0000157,0.0000013,-0.0000538,0.0000534,0.0000460,-0.0000886,0.0000747,0.0000808,-0.0000381,0.0013818,0.0008318,-0.0001289,-0.0001832,-0.0001530,-0.0001453,0.0000002,0.0000211,-0.0000050,0.0000027,0.0000547,0.0000421,-0.0094630,0.0000421,0.0000414,0.0004660,0.0000148,-0.0004081,-0.0000510,0.0000913,-0.0001097,0.0008854,0.0007146,-0.0001434,0.0167459,0.0075828,-0.0014145,-0.0022435,-0.0020888,-0.0016727,-0.0002038,0.0004121,-0.0000099,0.0001413,0.0006438,0.0004087,-0.0009102,0.0000033,0.0000039,0.0000539,-0.0000021,0.0000080,0.0000573,0.0000179,0.0000011,-0.0000020,0.0000384,-0.0000199,0.0013768,0.0008320,-0.0001539,-0.0002004,-0.0001508,-0.0001544,-0.0000095,0.0000377,-0.0000089,0.0000354,-0.0000278,-0.0000360
-0.0006010,-0.0000007,-0.0000502,0.0000009,0.0000701,0.0000025,0.0000242,0.0001271,-0.0000018,0.0000663,0.0000781,-0.0000418,0.0008297,0.0017243,-0.0001114,-0.0002302,-0.0004099,-0.0002675,-0.0000219,0.0000457,-0.0000143,0.0000276,0.0001652,0.0001119,-0.0074301,0.0000370,-0.0008241,0.0008263,0.0008400,0.0004711,0.0003032,0.0005475,0.0018192,0.0011647,0.0005781,-0.0002445,0.0075828,0.0322376,-0.0018375,-0.0023437,-0.0053135,-0.0035171,-0.0006216,0.0008262,-0.0001279,0.0001866,0.0018708,0.0002455,-0.0005746,-0.0000003,-0.0000496,0.0000285,0.0000630,0.0000241,0.0000265,0.0000784,0.0000004,-0.0000016,0.0000426,-0.0000332,0.0007968,0.0016718,-0.0001267,-0.0002152,-0.0003943,-0.0002692,-0.0000277,0.0000535,-0.0000126,0.0000376,0.0001191,0.0000608
-0.0028706,0.0000017,0.0000132,0.0000641,0.0000088,0.0001399,-0.0000930,0.0000231,0.0001015,-0.0000193,-0.0000903,-0.0000413,-0.0001270,-0.0000955,0.0044614,0.0027701,0.0027708,0.0027701,0.0000086,-0.0000274,0.0000046,0.0000006,0.0000348,0.0000971,-0.0307597,0.0000137,0.0005192,-0.0003775,-0.0003055,-0.0000375,-0.0006547,0.0005196,-0.0010108,0.0013135,-0.0010727,0.0002080,-0.0014145,-0.0018375,0.0498657,0.0292365,0.0292179,0.0291425,0.0000764,-0.0004139,0.0000237,-0.0000452,0.0016903,0.0024479,-0.0026833,0.0000001,-0.0000199,0.0000176,-0.0000074,0.0001012,-0.0000928,0.0000590,0.0000033,-0.0000031,-0.0001239,-0.0000582,-0.0000717,0.0000168,0.0042635,0.0026969,0.0026831,0.0026991,0.0000245,-0.0000467,0.0000042,-0.0000052,0.0000395,0.0001087
-0.0028402,0.0000018,0.0000350,0.0000505,-0.0000413,0.0001246,-0.0000288,0.0000793,0.0003208,-0.0001392,-0.0001057,0.0000137,-0.0001902,-0.0002520,0.0027614,0.0040317,0.0028035,0.0028008,0.0000071,-0.0000322,0.0000041,-0.0000051,-0.0000130,0.0000774,-0.0317372,0.0000334,0.0006499,-0.0000517,-0.0013085,-0.0001492,-0.0004146,0.0016844,0.0002918,0.0005100,-0.0003607,0.0004974,-0.0022435,-0.0023437,0.0292365,0.0491155,0.0293589,0.0295069,0.0001530,-0.0001767,-0.0000649,-0.0001710,0.0006714,0.0018274,-0.0025204,-0.0000015,-0.0000013,0.0000172,-0.0000664,0.0000195,-0.0000348,0.0001134,0.0000026,-0.0000023,-0.0001007,-0.0000154,-0.0001008,-0.0001053,0.0026922,0.0038757,0.0026941,0.0027113,0.0000253,-0.0000501,0.0000058,-0.0000288,-0.0000149,0.0000925
-0.0027816,0.0000025,0.0000429,0.0000568,-0.0000085,0.0001132,-0.0000152,-0.0000493,0.0002698,0.0000117,-0.0001450,-0.0000454,-0.0001544,-0.0003895,0.0027708,0.0028074,0.0038265,0.0028242,-0.0000016,-0.0000187,0.0000066,0.0000002,-0.0000862,0.0000039,-0.0295919,0.0000149,0.0010316,0.0000272,-0.0000242,0.0001016,-0.0003161,0.0006066,0.0001191,0.0008147,-0.0007719,0.0001328,-0.0020888,-0.0053135,0.0292179,0.0293589,0.0424406,0.0296039,0.0001472,-0.0004761,0.0000119,0.0000025,-0.0005019,0.0007266,-0.0023202,-0.0000030,0.0000118,-0.0000048,-0.0000123,0.0000215,-0.0000462,0.0000054,0.0000025,-0.0000019,-0.0001343,-0.0000727,-0.0000417,-0.0001696,0.0026889,0.0026959,0.0036405,0.0027175,0.0000220,-0.0000499,0.0000085,-0.0000257,-0.0000756,0.0000314
-0.0031287,0.0000067,0.0000356,0.0000686,-0.0000377,0.0001187,-0.0000499,0.0000341,0.0003391,-0.0001631,-0.0000772,-0.0000436,-0.0001486,-0.0002660,0.0027706,0.0028043,0.0028233,0.0037641,-0.0000023,-0.0000128,0.0000024,0.0000035,-0.0000507,0.0000358,-0.0339199,0.0000717,0.0007967,-0.0001846,-0.0008092,0.0001527,-0.0007731,0.0005029,0.0014572,-0.0003090,0.0000047,0.0000241,-0.0016727,-0.0035171,0.0291425,0.0295069,0.0296039,0.0424135,0.0003209,-0.0005856,-0.0000182,-0.0000093,-0.0007513,0.0010330,-0.0028761,0.0000040,0.0000190,0.0000495,-0.0000558,0.0000676,-0.0000541,0.0000419,0.0000029,-0.0000026,-0.0000786,-0.0000691,-0.0000853,-0.0001502,0.0027050,0.0027226,0.0027348,0.0036575,0.0000075,-0.0000215,0.0000001,0.0000060,-0.0000516,0.0000615
-0.0000181,-0.0000011,-0.0000059,0.0000095,0.0000293,-0.0000069,0.0000171,-0.0000022,0.0000321,0.0000188,0.0000032,0.0000134,0.0000045,-0.0000240,0.0000120,0.0000110,-0.0000022,-0.0000055,0.0000679,-0.0000887,-0.0000061,0.0000146,-0.0000260,-0.0000010,-0.0021459,0.0000022,-0.0001362,0.0001777,0.0002139,0.0000943,0.0001154,-0.0002561,0.0001718,-0.0002491,-0.0000197,0.0002002,-0.0002038,-0.0006216,0.0000764,0.0001530,0.0001472,0.0003209,0.0013911,-0.0011935,-0.0000595,0.0001621,-0.0001573,0.0001460,-0.0000678,-0.0000006,-0.0000051,0.0000087,0.0000280,0.0000029,0.0000157,-0.0000043,0.0000001,-0.0000001,0.0000010,0.0000116,0.0000011,-0.0000281,0.0000116,0.0000143,0.0000021,0.0000032,0.0000741,-0.0000953,-0.0000061,0.0000117,-0.0000109,0.0000058
0.0002517,-0.0000017,0.0000150,-0.0000237,-0.0000420,-0.0000010,-0.0000165,-0.0000301,-0.0000538,-0.0000348,0.0000136,0.0000038,0.0000011,0.0000278,-0.0000257,-0.0000385,-0.0000114,-0.0000072,-0.0001025,0.0002448,0.0000017,-0.0000168,-0.0000560,-0.0000279,0.0034792,-0.0000270,0.0001064,-0.0004656,-0.0003236,-0.0000839,-0.0002228,0.0000059,-0.0000038,0.0000727,0.0000653,-0.0000980,0.0004121,0.0008262,-0.0004139,-0.0001767,-0.0004761,-0.0005856,-0.0011935,0.0023096,-0.0000310,-0.0001571,-0.0006545,-0.0004004,0.0002712,-0.0000021,0.0000071,-0.0000307,-0.0000447,-0.0000132,-0.0000151,-0.0000184,-0.0000003,0.0000005,0.0000088,0.0000026,0.0000134,0.0000492,-0.0000309,-0.0000314,-0.0000203,-0.0000191,-0.0001040,0.0002444,0.0000020,-0.0000096,-0.0000516,-0.0000173
-0.0000128,0.0000002,-0.0000008,-0.0000022,-0.0000038,-0.0000006,-0.0000018,-0.0000093,-0.0000190,-0.0000103,-0.0000086,-0.0000007,-0.0000017,-0.0000096,0.0000040,0.0000016,0.0000047,0.0000019,-0.0000039,-0.0000011,0.0000065,-0.0000210,0.0000014,0.0000002,-0.0002561,0.0000041,0.0000184,0.0000130,-0.0000280,-0.0000016,-0.0000045,-0.0000529,-0.0001199,-0.0002435,-0.0001642,0.0000152,-0.0000099,-0.0001279,0.0000237,-0.0000649,0.0000119,-0.0000182,-0.0000595,-0.0000310,0.0000846,-0.0002121,0.0000675,-0.0000159,-0.0000080,0.0000002,-0.0000004,-0.0000023,-0.0000025,-0.0000033,-0.0000030,-0.0000063,0.0000000,0.0000000,-0.0000095,-0.0000007,0.0000008,-0.0000042,0.0000029,-0.0000004,0.0000026,-0.0000001,-0.0000024,-0.0000035,0.0000067,-0.0000241,0.0000024,-0.0000013
0.0000817,-0.0000017,-0.0000119,-0.0000063,-0.0000191,0.0000063,-0.0000180,0.0000077,0.0000262,-0.0000160,-0.0000006,-0.0000132,0.0000043,0.0000219,-0.0000023,0.0000017,-0.0000021,-0.0000041,0.0000156,-0.0000263,-0.0000172,0.0001548,-0.0000138,-0.0000119,0.0008647,-0.0000136,-0.0002565,-0.0002032,-0.0002569,-0.0000371,-0.0002985,0.0001211,0.0002485,-0.0001974,0.0001830,-0.0001609,0.0001413,0.0001866,-0.0000452,-0.0001710,0.0000025,-0.0000093,0.0001621,-0.0001571,-0.0002121,0.0010799,-0.0001789,0.0000705,0.0000642,-0.0000014,-0.0000162,-0.0000152,-0.0000270,0.0000097,-0.0000185,0.0000076,-0.0000001,0.0000001,0.0000037,-0.0000074,0.0000126,0.0000281,0.0000003,-0.0000022,0.0000022,0.0000005,0.0000108,-0.0000172,-0.0000188,0.0001510,-0.0000097,0.0000004
-0.0040159,0.0000258,-0.0001842,0.0003216,0.0000306,0.0000682,0.0000325,0.0003314,0.0002319,-0.0000412,-0.0000269,0.0001372,-0.0000007,0.0000433,0.0000409,-0.0000178,-0.0000704,-0.0000391,-0.0000226,-0.0000413,-0.0000034,-0.0000005,0.0029835,0.0021215,-0.0480625,0.0003528,-0.0027043,0.0029297,0.0009422,0.0005066,0.0005084,0.0035142,0.0010693,0.0024698,-0.0010673,0.0018389,0.0006438,0.0018708,0.0016903,0.0006714,-0.0005019,-0.0007513,-0.0001573,-0.0006545,0.0000675,-0.0001789,0.0334683,0.0193674,-0.0037502,0.0000245,-0.0001794,0.0002920,0.0000538,0.0000849,0.0000423,0.0002952,0.0000038,-0.0000063,-0.0000285,0.0001303,-0.0000562,-0.0000086,0.0000695,-0.0000100,-0.0000632,-0.0000287,-0.0000288,-0.0000280,-0.0000027,0.0000164,0.0027754,0.0019522
-0.0027094,0.0000097,-0.0003499,0.0002038,-0.0000140,0.0000113,-0.0000270,0.0001962,0.0001870,-0.0000836,0.0000587,-0.0000227,0.0000013,0.0000110,0.0000983,0.0000640,0.0000079,0.0000338,0.0000001,-0.0000188,-0.0000015,-0.0000141,0.0021618,0.0027752,-0.0257655,0.0001058,-0.0054248,0.0015816,-0.0000259,0.0003338,-0.0003992,0.0010641,0.0013956,0.0008105,-0.0000559,-0.0003370,0.0004087,0.0002455,0.0024479,0.0018274,0.0007266,0.0010330,0.0001460,-0.0004004,-0.0000159,0.0000705,0.0193674,0.0267925,-0.0024854,0.0000090,-0.0003423,0.0001852,-0.0000058,0.0000021,-0.0000310,0.0001657,0.0000024,-0.0000035,0.0000425,-0.0000315,-0.0000235,-0.0000007,0.0001196,0.0000803,0.0000173,0.0000558,-0.0000050,-0.0000102,-0.0000035,-0.0000023,0.0019862,0.0025883
