4:(Intercept),4:age_dx,4:sexM,4:smokingY,4:c_chf,4:c_ihd,4:c_cancer,4:c_dm,4:c_asthma,4:c_dementia,4:c_depression,4:c_anxiety,4:c_htn,4:rio_cat2.10-44,4:rio_cat3.45+,4:deprivationQ2,4:deprivationQ3,4:deprivationQ4,4:deprivationQ5,4:ned_c,4:nhosp_c,4:ned_o,4:nhosp_o,5:(Intercept),5:age_dx,5:sexM,5:smokingY,5:c_chf,5:c_ihd,5:c_cancer,5:c_dm,5:c_asthma,5:c_dementia,5:c_depression,5:c_anxiety,5:c_htn,5:rio_cat2.10-44,5:rio_cat3.45+,5:deprivationQ2,5:deprivationQ3,5:deprivationQ4,5:deprivationQ5,5:ned_c,5:nhosp_c,5:ned_o,5:nhosp_o,7:(Intercept),7:age_dx,7:sexM,7:smokingY,7:c_chf,7:c_ihd,7:c_cancer,7:c_dm,7:c_asthma,7:c_dementia,7:c_depression,7:c_anxiety,7:c_htn,7:rio_cat2.10-44,7:rio_cat3.45+,7:deprivationQ2,7:deprivationQ3,7:deprivationQ4,7:deprivationQ5,7:ned_c,7:nhosp_c,7:ned_o,7:nhosp_o
0.0003578,-0.0000029,0.0000058,-0.0000504,-0.0000758,-0.0000357,-0.0000019,-0.0000093,-0.0000264,-0.0000702,-0.0000019,0.0000198,0.0000078,0.0000446,0.0001009,-0.0000524,-0.0000313,-0.0000350,-0.0000372,-0.0001450,0.0003345,-0.0000054,-0.0000295,0.0001718,-0.0000015,0.0000064,-0.0000213,-0.0000431,-0.0000267,-0.0000107,-0.0000088,-0.0000172,-0.0000514,-0.0000184,0.0000111,0.0000086,0.0000243,0.0000399,-0.0000236,-0.0000219,-0.0000091,-0.0000032,-0.0000696,0.0001989,-0.0000013,-0.0000184,0.0002122,-0.0000017,0.0000082,-0.0000233,-0.0000436,-0.0000271,-0.0000142,-0.0000016,-0.0000117,-0.0000461,0.0000003,0.0000091,-0.0000006,0.0000227,0.0000503,-0.0000366,-0.0000278,-0.0000183,-0.0000137,-0.0000899,0.0002286,-0.0000009,-0.0000188
-0.0000163,0.0000002,0.0000018,0.0000063,-0.0000010,-0.0000039,-0.0000018,-0.0000028,-0.0000174,0.0000029,-0.0000248,-0.0000242,0.0000012,-0.0000047,-0.0000281,-0.0000021,-0.0000048,0.0000049,-0.0000031,-0.0000088,-0.0000054,0.0000182,-0.0000406,-0.0000021,0.0000001,0.0000005,-0.0000010,-0.0000011,-0.0000014,0.0000007,-0.0000004,-0.0000087,-0.0000002,-0.0000067,-0.0000085,-0.0000010,-0.0000033,-0.0000124,0.0000020,0.0000026,0.0000049,0.0000008,-0.0000053,0.0000007,0.0000063,-0.0000163,0.0000077,0.0000000,0.0000007,-0.0000003,-0.0000032,-0.0000014,-0.0000006,-0.0000015,-0.0000069,-0.0000004,0.0000000,-0.0000100,0.0000000,-0.0000018,-0.0000067,-0.0000010,-0.0000021,0.0000014,-0.0000023,-0.0000039,-0.0000055,0.0000085,-0.0000208
0.0000666,-0.0000018,-0.0000203,-0.0000097,-0.0000078,-0.0000501,-0.0000027,-0.0000325,0.0000264,0.0000394,0.0000016,0.0000142,-0.0000341,0.0000149,0.0000504,0.0000138,0.0000246,0.0000059,0.0000052,0.0000253,-0.0000295,-0.0000406,0.0002539,0.0000282,-0.0000007,-0.0000154,-0.0000030,0.0000031,-0.0000221,0.0000040,-0.0000146,0.0000083,0.0000044,-0.0000169,-0.0000063,-0.0000086,0.0000012,0.0000244,-0.0000017,-0.0000008,-0.0000040,-0.0000023,0.0000095,-0.0000087,-0.0000198,0.0001332,-0.0000021,-0.0000006,-0.0000104,0.0000006,0.0000020,-0.0000287,0.0000052,-0.0000138,0.0000045,0.0000090,0.0000000,0.0000071,-0.0000090,0.0000086,0.0000192,0.0000109,0.0000155,0.0000094,0.0000087,0.0000109,-0.0000110,-0.0000213,0.0001410
0.0128477,-0.0001157,-0.0002453,-0.0023274,0.0001159,0.0001378,0.0000991,-0.0001922,-0.0009434,-0.0001191,-0.0006741,-0.0005622,0.0003239,-0.0004891,-0.0003288,-0.0023545,-0.0022783,-0.0023224,-0.0024922,-0.0000554,0.0001718,-0.0000021,0.0000282,0.1772285,-0.0016826,-0.0038587,-0.0237515,0.0024750,0.0018762,0.0015230,-0.0034227,-0.0109498,0.0046027,-0.0153118,-0.0065946,0.0017381,-0.0063242,-0.0047177,-0.0235025,-0.0247670,-0.0240846,-0.0264936,-0.0018184,0.0022273,-0.0000589,0.0001522,0.0141322,-0.0001283,-0.0002651,-0.0024917,0.0001341,0.0001033,0.0001913,-0.0002177,-0.0010808,-0.0002882,0.0000303,-0.0006639,0.0003812,-0.0005561,-0.0004189,-0.0025359,-0.0024274,-0.0024550,-0.0026215,-0.0000537,0.0001669,-0.0000093,0.0000539
-0.0001149,0.0000016,-0.0000002,0.0000102,-0.0000055,-0.0000034,-0.0000056,0.0000020,0.0000066,-0.0000008,0.0000089,0.0000051,-0.0000112,-0.0000001,-0.0000011,0.0000030,0.0000026,0.0000040,0.0000063,-0.0000002,-0.0000015,0.0000001,-0.0000007,-0.0016826,0.0000219,0.0000076,0.0001296,-0.0000761,-0.0000333,-0.0000643,0.0000466,0.0000714,-0.0000874,0.0001969,0.0000586,-0.0001354,0.0000242,0.0000201,0.0000238,0.0000427,0.0000390,0.0000739,0.0000034,-0.0000175,0.0000017,-0.0000056,-0.0001272,0.0000018,-0.0000002,0.0000108,-0.0000057,-0.0000031,-0.0000070,0.0000021,0.0000076,0.0000008,-0.0000003,0.0000061,-0.0000123,-0.0000005,-0.0000016,0.0000038,0.0000034,0.0000043,0.0000067,-0.0000002,-0.0000016,0.0000002,-0.0000011
-0.0002073,-0.0000008,0.0008958,-0.0002135,-0.0000815,-0.0000859,-0.0000502,-0.0000774,0.0001184,0.0000589,0.0000268,0.0001164,0.0000376,0.0000021,-0.0000366,0.0000211,0.0000571,0.0000749,0.0000633,-0.0000014,0.0000064,0.0000005,-0.0000154,-0.0038587,0.0000076,0.0113505,-0.0030895,-0.0007435,-0.0011718,-0.0013896,-0.0006020,0.0015933,0.0006345,0.0003625,0.0014364,0.0007149,0.0000495,-0.0007492,0.0002249,0.0004587,0.0008030,0.0007608,-0.0000865,0.0000991,-0.0000007,-0.0000896,-0.0002839,0.0000001,0.0009866,-0.0002637,-0.0000610,-0.0000934,-0.0000501,-0.0000677,0.0001294,0.0001371,-0.0000004,0.0001363,0.0000519,-0.0000113,-0.0000856,0.0000327,0.0000562,0.0000684,0.0000738,-0.0000089,0.0000181,-0.0000045,0.0000011
-0.0024566,0.0000119,-0.0002176,0.0019464,0.0001932,-0.0000199,0.0000137,0.0000049,0.0001815,0.0000920,-0.0000473,-0.0000049,0.0000340,-0.0000009,0.0000198,0.0000454,-0.0000003,-0.0000193,-0.0000377,-0.0000067,-0.0000213,-0.0000010,-0.0000030,-0.0237515,0.0001296,-0.0030895,0.0180787,0.0016440,0.0000296,0.0005305,-0.0000872,0.0013752,0.0006182,0.0008473,-0.0004150,0.0001037,0.0002833,0.0004820,0.0011348,0.0006239,0.0001281,-0.0002644,0.0000039,-0.0003140,0.0000207,-0.0000487,-0.0026521,0.0000128,-0.0002504,0.0021127,0.0002111,-0.0000183,0.0000041,0.0000190,0.0001927,0.0001393,-0.0000051,-0.0000025,0.0000251,0.0000051,0.0000238,0.0000468,-0.0000313,-0.0000356,-0.0000575,-0.0000067,-0.0000217,-0.0000032,0.0000018
0.0001772,-0.0000061,-0.0000700,0.0001540,0.0020050,-0.0003896,0.0001010,-0.0002538,0.0000372,-0.0000508,-0.0000252,-0.0000191,-0.0001069,-0.0000277,-0.0000174,0.0000616,0.0000709,0.0000470,0.0000511,0.0000198,-0.0000431,-0.0000011,0.0000031,0.0024750,-0.0000761,-0.0007435,0.0016440,0.0159789,-0.0037595,0.0010642,-0.0024486,0.0006858,-0.0011143,-0.0004496,-0.0001499,-0.0014636,0.0000321,0.0000897,0.0005458,0.0005819,0.0006177,0.0004940,0.0001936,-0.0004144,-0.0000027,-0.0000747,0.0001507,-0.0000056,-0.0000754,0.0001455,0.0020611,-0.0004248,0.0001411,-0.0002569,0.0000243,0.0000349,0.0000003,-0.0000182,-0.0001339,-0.0000681,-0.0000674,0.0000839,0.0000931,0.0000477,0.0000717,0.0000169,-0.0000360,-0.0000043,0.0000230
0.0001608,-0.0000036,-0.0000835,-0.0000283,-0.0003882,0.0014266,0.0000120,-0.0000752,0.0000198,-0.0000395,0.0000154,-0.0000138,-0.0001257,-0.0000107,0.0000247,0.0000134,-0.0000334,-0.0000193,-0.0000198,0.0000200,-0.0000267,-0.0000014,-0.0000221,0.0018762,-0.0000333,-0.0011718,0.0000296,-0.0037595,0.0142194,-0.0000059,-0.0008850,0.0000608,0.0003879,-0.0006883,-0.0002896,-0.0014943,-0.0000196,0.0006547,-0.0007668,-0.0010086,-0.0005136,-0.0008332,0.0001341,-0.0001601,-0.0000162,-0.0002043,0.0001682,-0.0000037,-0.0000948,-0.0000197,-0.0004376,0.0015721,-0.0000047,-0.0000833,0.0000182,-0.0001022,0.0000004,-0.0000102,-0.0001515,0.0000107,0.0000446,0.0000065,-0.0000715,-0.0000207,-0.0000356,0.0000251,-0.0000337,0.0000038,-0.0000455
0.0001677,-0.0000063,-0.0000565,-0.0000055,0.0000961,0.0000121,0.0018636,-0.0001260,0.0000359,0.0000591,0.0000011,-0.0001129,0.0000130,-0.0000229,0.0000373,0.0000819,0.0001034,0.0000736,0.0000820,0.0000026,-0.0000107,0.0000007,0.0000040,0.0015230,-0.0000643,-0.0013896,0.0005305,0.0010642,-0.0000059,0.0173888,-0.0012106,0.0003459,0.0005572,0.0004151,-0.0010469,0.0000867,-0.0002258,0.0003578,0.0001790,0.0000977,0.0001805,0.0003309,0.0001605,-0.0001473,-0.0000020,0.0000044,0.0002218,-0.0000067,-0.0000492,-0.0000522,0.0001525,0.0000080,0.0019594,-0.0001422,0.0000104,0.0001411,0.0000007,-0.0001708,0.0000393,-0.0000729,-0.0000057,0.0000538,0.0001209,0.0001138,0.0000972,-0.0000094,-0.0000049,-0.0000008,0.0000298
-0.0001572,0.0000016,-0.0000716,0.0000015,-0.0002616,-0.0000763,-0.0001280,0.0013588,-0.0000316,-0.0001610,-0.0000157,0.0000137,-0.0001953,0.0000193,0.0000275,-0.0000401,-0.0000377,-0.0000086,-0.0000508,0.0000093,-0.0000088,-0.0000004,-0.0000146,-0.0034227,0.0000466,-0.0006020,-0.0000872,-0.0024486,-0.0008850,-0.0012106,0.0136653,-0.0001035,-0.0016447,-0.0001811,0.0002465,-0.0022811,-0.0000174,0.0003159,-0.0006413,-0.0006998,-0.0005176,-0.0010018,0.0000264,-0.0000323,-0.0000182,-0.0001387,-0.0001952,0.0000021,-0.0000668,0.0000175,-0.0002453,-0.0000776,-0.0001404,0.0014439,-0.0000423,-0.0001483,-0.0000008,0.0000234,-0.0002121,0.0000154,0.0000161,-0.0000442,-0.0000587,-0.0000164,-0.0000700,-0.0000027,0.0000038,-0.0000022,-0.0000092
-0.0009404,0.0000063,0.0001149,0.0001939,0.0000387,0.0000167,0.0000386,-0.0000359,0.0010971,-0.0000564,0.0000167,-0.0000402,-0.0000210,0.0000342,0.0000971,0.0000341,0.0000599,0.0000012,0.0000301,0.0000014,-0.0000172,-0.0000087,0.0000083,-0.0109498,0.0000714,0.0015933,0.0013752,0.0006858,0.0000608,0.0003459,-0.0001035,0.0145792,-0.0000785,0.0010445,-0.0005688,-0.0001938,-0.0000998,0.0003049,0.0004710,0.0013134,0.0008502,0.0004500,-0.0001724,-0.0000310,-0.0000457,0.0001636,-0.0010781,0.0000072,0.0001269,0.0002144,0.0000418,0.0000175,0.0000184,-0.0000391,0.0012438,-0.0000249,-0.0000024,-0.0000450,-0.0000243,0.0000417,0.0001014,0.0000266,0.0000888,0.0000048,0.0000348,0.0000034,-0.0000174,-0.0000079,0.0000120
0.0000414,-0.0000025,0.0000758,0.0000504,-0.0000716,-0.0000351,0.0000637,-0.0001616,-0.0000387,0.0065199,-0.0020845,-0.0003685,-0.0000570,-0.0000474,-0.0000024,0.0000023,0.0001016,0.0000835,0.0000747,0.0000233,-0.0000514,-0.0000002,0.0000044,0.0046027,-0.0000874,0.0006345,0.0006182,-0.0011143,0.0003879,0.0005572,-0.0016447,-0.0000785,0.0403464,-0.0192523,-0.0028522,-0.0005323,0.0000027,0.0006915,-0.0008250,-0.0006815,-0.0001387,-0.0000556,0.0001990,-0.0001869,-0.0000261,0.0002002,0.0000880,-0.0000029,0.0001204,-0.0000322,-0.0000146,-0.0000601,0.0001254,-0.0001774,-0.0000806,0.0073398,0.0000158,-0.0003173,-0.0000346,-0.0000978,-0.0000252,0.0000657,0.0000708,0.0000476,0.0000717,0.0000176,-0.0000353,-0.0000004,-0.0000066
-0.0007485,0.0000102,0.0000291,-0.0000592,-0.0000074,0.0000245,-0.0000049,-0.0000162,0.0000106,-0.0021949,0.0049467,-0.0003332,-0.0000476,0.0000236,0.0000268,0.0000551,-0.0000293,0.0000516,0.0000166,0.0000080,-0.0000184,-0.0000067,-0.0000169,-0.0153118,0.0001969,0.0003625,0.0008473,-0.0004496,-0.0006883,0.0004151,-0.0001811,0.0010445,-0.0192523,0.0678998,-0.0043465,-0.0010345,0.0005778,0.0011072,0.0009999,0.0008210,0.0010938,0.0014549,-0.0001355,0.0000920,-0.0002601,0.0000450,-0.0007586,0.0000095,-0.0000211,0.0001149,-0.0001456,-0.0000203,-0.0000335,-0.0000492,0.0001104,-0.0031238,-0.0000112,-0.0003757,-0.0000833,0.0001725,0.0002091,0.0000292,0.0000164,0.0000717,0.0000666,0.0000126,-0.0000299,-0.0000140,-0.0000467
-0.0005598,0.0000049,0.0001147,0.0000029,-0.0000264,-0.0000195,-0.0001149,0.0000114,-0.0000390,-0.0003633,-0.0003366,0.0014048,-0.0000043,0.0000673,0.0000786,-0.0000576,-0.0000501,-0.0000961,-0.0000648,0.0000014,0.0000111,-0.0000085,-0.0000063,-0.0065946,0.0000586,0.0014364,-0.0004150,-0.0001499,-0.0002896,-0.0010469,0.0002465,-0.0005688,-0.0028522,-0.0043465,0.0175240,-0.0000857,0.0005426,0.0008032,-0.0005346,-0.0002243,-0.0007795,-0.0006034,-0.0000362,0.0001539,-0.0001280,0.0001062,-0.0009086,0.0000093,0.0001623,-0.0000313,0.0000474,0.0000101,-0.0001268,0.0000441,-0.0000537,-0.0002084,-0.0000014,0.0015853,-0.0000199,-0.0000317,-0.0000444,-0.0000353,-0.0000460,-0.0000729,-0.0000611,-0.0000079,0.0000302,-0.0000138,0.0000208
0.0003470,-0.0000115,0.0000381,0.0000334,-0.0001057,-0.0001294,0.0000169,-0.0001988,-0.0000178,-0.0000511,-0.0000602,-0.0000029,0.0009377,-0.0000231,-0.0000272,-0.0000341,0.0000218,-0.0000435,-0.0000276,0.0000077,0.0000086,-0.0000010,-0.0000086,0.0017381,-0.0001354,0.0007149,0.0001037,-0.0014636,-0.0014943,0.0000867,-0.0022811,-0.0001938,-0.0005323,-0.0010345,-0.0000857,0.0138552,0.0000245,-0.0001316,-0.0000347,0.0004705,-0.0000619,0.0000744,0.0001145,0.0000198,0.0000077,-0.0001345,0.0003753,-0.0000126,0.0000455,0.0000416,-0.0001301,-0.0001543,0.0000253,-0.0002177,-0.0000167,-0.0000596,0.0000008,-0.0000283,0.0010483,-0.0000289,-0.0000334,-0.0000480,0.0000226,-0.0000410,-0.0000284,0.0000075,0.0000118,-0.0000014,-0.0000104
-0.0005958,0.0000011,-0.0000091,0.0000317,-0.0000307,-0.0000085,-0.0000268,0.0000159,0.0000288,-0.0000736,0.0000423,0.0000607,-0.0000231,0.0010592,0.0006441,-0.0001257,-0.0001667,-0.0001295,-0.0001117,-0.0000060,0.0000243,-0.0000033,0.0000012,-0.0063242,0.0000242,0.0000495,0.0002833,0.0000321,-0.0000196,-0.0002258,-0.0000174,-0.0000998,0.0000027,0.0005778,0.0005426,0.0000245,0.0122264,0.0055068,-0.0011096,-0.0017392,-0.0014641,-0.0010205,-0.0001634,0.0002864,-0.0000101,0.0001108,-0.0008337,0.0000028,0.0000150,0.0000239,0.0000183,0.0000083,-0.0000074,0.0000427,0.0000351,0.0000142,-0.0000017,0.0000485,-0.0000245,0.0011859,0.0007154,-0.0001352,-0.0001872,-0.0001364,-0.0001152,-0.0000113,0.0000383,-0.0000087,0.0000260
-0.0004583,0.0000000,-0.0000582,0.0000912,-0.0000272,0.0000279,0.0000161,0.0000181,0.0000871,-0.0000156,0.0000645,0.0000725,-0.0000305,0.0006405,0.0013532,-0.0001089,-0.0002083,-0.0003184,-0.0002004,-0.0000190,0.0000399,-0.0000124,0.0000244,-0.0047177,0.0000201,-0.0007492,0.0004820,0.0000897,0.0006547,0.0003578,0.0003159,0.0003049,0.0006915,0.0011072,0.0008032,-0.0001316,0.0055068,0.0241396,-0.0014218,-0.0020613,-0.0038263,-0.0024007,-0.0004188,0.0005468,-0.0001189,0.0002531,-0.0005459,0.0000005,-0.0000637,0.0000885,-0.0000144,0.0000445,0.0000198,0.0000314,0.0000769,0.0000253,-0.0000011,0.0000730,-0.0000339,0.0006840,0.0015168,-0.0001207,-0.0002162,-0.0003366,-0.0002163,-0.0000172,0.0000444,-0.0000160,0.0000417
-0.0023339,0.0000029,0.0000157,0.0000391,0.0000594,0.0000130,0.0000823,-0.0000386,0.0000265,0.0000147,0.0000673,-0.0000594,-0.0000343,-0.0001207,-0.0000942,0.0034790,0.0021626,0.0021627,0.0021599,0.0000074,-0.0000236,0.0000020,-0.0000017,-0.0235025,0.0000238,0.0002249,0.0011348,0.0005458,-0.0007668,0.0001790,-0.0006413,0.0004710,-0.0008250,0.0009999,-0.0005346,-0.0000347,-0.0011096,-0.0014218,0.0356720,0.0217822,0.0218044,0.0217422,0.0000868,-0.0003851,0.0000010,0.0000730,-0.0023434,0.0000017,0.0000172,0.0000332,0.0000083,0.0000233,0.0000294,-0.0000468,0.0000113,-0.0000269,-0.0000065,-0.0000400,-0.0000700,-0.0000630,0.0000091,0.0037246,0.0022804,0.0022704,0.0022777,0.0000093,-0.0000236,0.0000027,-0.0000149
-0.0023159,0.0000031,0.0000542,0.0000017,0.0000745,-0.0000282,0.0001080,-0.0000368,0.0000504,0.0001154,-0.0000140,-0.0000531,0.0000254,-0.0001728,-0.0002239,0.0021610,0.0031430,0.0021949,0.0021891,0.0000011,-0.0000219,0.0000026,-0.0000008,-0.0247670,0.0000427,0.0004587,0.0006239,0.0005819,-0.0010086,0.0000977,-0.0006998,0.0013134,-0.0006815,0.0008210,-0.0002243,0.0004705,-0.0017392,-0.0020613,0.0217822,0.0361250,0.0219910,0.0219959,0.0000533,-0.0001298,-0.0000643,0.0000640,-0.0022972,0.0000019,0.0000458,-0.0000446,0.0000274,-0.0000588,0.0000780,-0.0000620,0.0000794,0.0000173,-0.0000061,-0.0000320,-0.0000046,-0.0001087,-0.0001232,0.0022954,0.0033802,0.0023044,0.0023127,0.0000045,-0.0000221,0.0000046,-0.0000225
-0.0023133,0.0000039,0.0000691,-0.0000179,0.0000473,-0.0000170,0.0000747,-0.0000094,-0.0000089,0.0000962,0.0000575,-0.0000995,-0.0000427,-0.0001276,-0.0003039,0.0021644,0.0021921,0.0029642,0.0022012,-0.0000067,-0.0000091,0.0000049,-0.0000040,-0.0240846,0.0000390,0.0008030,0.0001281,0.0006177,-0.0005136,0.0001805,-0.0005176,0.0008502,-0.0001387,0.0010938,-0.0007795,-0.0000619,-0.0014641,-0.0038263,0.0218044,0.0219910,0.0319211,0.0220974,0.0000248,-0.0002812,0.0000035,0.0000692,-0.0021995,0.0000011,0.0000525,-0.0000238,-0.0000364,-0.0000093,0.0000425,-0.0000311,0.0000102,-0.0000287,-0.0000060,-0.0000760,-0.0000726,-0.0000383,-0.0001606,0.0022947,0.0023013,0.0031420,0.0023091,-0.0000010,-0.0000164,0.0000093,-0.0000364
-0.0024768,0.0000061,0.0000569,-0.0000382,0.0000506,-0.0000186,0.0000867,-0.0000507,0.0000210,0.0000806,0.0000282,-0.0000676,-0.0000289,-0.0001106,-0.0001977,0.0021615,0.0021859,0.0022012,0.0029258,-0.0000044,-0.0000032,0.0000008,-0.0000023,-0.0264936,0.0000739,0.0007608,-0.0002644,0.0004940,-0.0008332,0.0003309,-0.0010018,0.0004500,-0.0000556,0.0014549,-0.0006034,0.0000744,-0.0010205,-0.0024007,0.0217422,0.0219959,0.0220974,0.0316387,0.0001455,-0.0003168,-0.0000317,0.0000625,-0.0025397,0.0000057,0.0000656,-0.0000720,0.0000232,-0.0000178,0.0000866,-0.0000584,0.0000227,0.0000402,-0.0000066,-0.0000619,-0.0000565,-0.0000682,-0.0001476,0.0022974,0.0023238,0.0023303,0.0031323,-0.0000173,0.0000113,0.0000024,-0.0000090
-0.0000453,-0.0000004,-0.0000023,-0.0000081,0.0000137,0.0000224,-0.0000033,0.0000126,-0.0000012,0.0000267,0.0000145,0.0000006,0.0000075,-0.0000046,-0.0000229,0.0000084,0.0000031,-0.0000081,-0.0000057,0.0000563,-0.0000696,-0.0000053,0.0000095,-0.0018184,0.0000034,-0.0000865,0.0000039,0.0001936,0.0001341,0.0001605,0.0000264,-0.0001724,0.0001990,-0.0001355,-0.0000362,0.0001145,-0.0001634,-0.0004188,0.0000868,0.0000533,0.0000248,0.0001455,0.0011571,-0.0009052,-0.0000534,0.0001102,-0.0000598,-0.0000002,-0.0000058,0.0000000,0.0000149,0.0000219,0.0000064,0.0000086,0.0000007,0.0000107,-0.0000001,-0.0000025,0.0000060,-0.0000097,-0.0000279,0.0000075,0.0000045,-0.0000046,-0.0000114,0.0000585,-0.0000754,-0.0000042,0.0000089
0.0001877,-0.0000015,0.0000106,-0.0000303,-0.0000248,-0.0000271,-0.0000016,-0.0000052,-0.0000200,-0.0000419,-0.0000243,0.0000117,0.0000112,0.0000100,0.0000283,-0.0000178,-0.0000232,-0.0000030,-0.0000001,-0.0000820,0.0001989,0.0000007,-0.0000087,0.0022273,-0.0000175,0.0000991,-0.0003140,-0.0004144,-0.0001601,-0.0001473,-0.0000323,-0.0000310,-0.0001869,0.0000920,0.0001539,0.0000198,0.0002864,0.0005468,-0.0003851,-0.0001298,-0.0002812,-0.0003168,-0.0009052,0.0017431,-0.0000278,-0.0000763,0.0001807,-0.0000016,0.0000139,-0.0000307,-0.0000298,-0.0000305,-0.0000115,0.0000027,-0.0000150,-0.0000323,0.0000003,0.0000157,0.0000101,0.0000209,0.0000445,-0.0000194,-0.0000179,-0.0000046,0.0000041,-0.0000874,0.0002091,-0.0000005,-0.0000025
-0.0000074,0.0000001,-0.0000004,0.0000014,-0.0000034,-0.0000015,0.0000004,-0.0000016,-0.0000067,-0.0000061,-0.0000093,-0.0000087,-0.0000005,-0.0000007,-0.0000087,0.0000013,0.0000003,0.0000035,0.0000000,-0.0000036,-0.0000013,0.0000063,-0.0000198,-0.0000589,0.0000017,-0.0000007,0.0000207,-0.0000027,-0.0000162,-0.0000020,-0.0000182,-0.0000457,-0.0000261,-0.0002601,-0.0001280,0.0000077,-0.0000101,-0.0001189,0.0000010,-0.0000643,0.0000035,-0.0000317,-0.0000534,-0.0000278,0.0000731,-0.0001714,-0.0000023,0.0000001,-0.0000013,0.0000020,-0.0000070,-0.0000002,-0.0000018,-0.0000031,-0.0000046,-0.0000094,0.0000000,-0.0000105,-0.0000004,0.0000016,-0.0000054,-0.0000008,-0.0000031,0.0000018,-0.0000015,-0.0000020,-0.0000033,0.0000072,-0.0000262
0.0000468,-0.0000011,-0.0000083,-0.0000066,0.0000018,-0.0000243,-0.0000003,-0.0000135,0.0000078,0.0000183,-0.0000053,0.0000002,-0.0000125,0.0000028,0.0000203,-0.0000005,0.0000050,-0.0000019,-0.0000022,0.0000114,-0.0000184,-0.0000163,0.0001332,0.0001522,-0.0000056,-0.0000896,-0.0000487,-0.0000747,-0.0002043,0.0000044,-0.0001387,0.0001636,0.0002002,0.0000450,0.0001062,-0.0001345,0.0001108,0.0002531,0.0000730,0.0000640,0.0000692,0.0000625,0.0001102,-0.0000763,-0.0001714,0.0007790,0.0000346,-0.0000010,-0.0000103,-0.0000066,0.0000077,-0.0000321,0.0000065,-0.0000128,0.0000046,0.0000154,0.0000001,0.0000032,-0.0000096,0.0000030,0.0000233,0.0000062,0.0000115,0.0000011,0.0000015,0.0000084,-0.0000133,-0.0000197,0.0001508
0.0138206,-0.0001250,-0.0002668,-0.0025399,-0.0000149,0.0001728,0.0000800,-0.0002112,-0.0009855,-0.0001576,-0.0004103,-0.0009280,0.0003437,-0.0007761,-0.0004716,-0.0022331,-0.0021399,-0.0020226,-0.0024529,-0.0000901,0.0002122,0.0000077,-0.0000021,0.0141322,-0.0001272,-0.0002839,-0.0026521,0.0001507,0.0001682,0.0002218,-0.0001952,-0.0010781,0.0000880,-0.0007586,-0.0009086,0.0003753,-0.0008337,-0.0005459,-0.0023434,-0.0022972,-0.0021995,-0.0025397,-0.0000598,0.0001807,-0.0000023,0.0000346,3.3419075,-0.0320040,-0.0841887,-0.5369822,0.0607544,0.0582943,-0.0136124,-0.0562950,-0.1677161,0.1872896,0.0070584,-0.1393457,-0.0067935,-0.1635156,-0.1405552,-0.2179022,-0.2766338,-0.2486246,-0.3092927,-0.0146979,0.0191459,0.0032272,-0.0022571
-0.0001247,0.0000017,0.0000000,0.0000123,-0.0000040,-0.0000035,-0.0000055,0.0000022,0.0000067,-0.0000012,0.0000055,0.0000093,-0.0000118,0.0000026,0.0000004,0.0000014,0.0000008,0.0000001,0.0000054,0.0000001,-0.0000017,0.0000000,-0.0000006,-0.0001283,0.0000018,0.0000001,0.0000128,-0.0000056,-0.0000037,-0.0000067,0.0000021,0.0000072,-0.0000029,0.0000095,0.0000093,-0.0000126,0.0000028,0.0000005,0.0000017,0.0000019,0.0000011,0.0000057,-0.0000002,-0.0000016,0.0000001,-0.0000010,-0.0320040,0.0004031,0.0002726,0.0024143,-0.0015047,-0.0008235,-0.0005734,0.0006853,0.0012159,-0.0027218,-0.0000686,0.0010030,-0.0016940,0.0007139,0.0006070,0.0002545,0.0008211,0.0006551,0.0015419,-0.0000048,-0.0000773,-0.0000905,0.0000056
-0.0001610,-0.0000014,0.0009393,-0.0002398,-0.0000907,-0.0000854,-0.0000602,-0.0000863,0.0001221,0.0000768,0.0000416,0.0001252,0.0000368,0.0000077,-0.0000431,0.0000248,0.0000618,0.0000737,0.0000678,-0.0000045,0.0000082,0.0000007,-0.0000104,-0.0002651,-0.0000002,0.0009866,-0.0002504,-0.0000754,-0.0000948,-0.0000492,-0.0000668,0.0001269,0.0001204,-0.0000211,0.0001623,0.0000455,0.0000150,-0.0000637,0.0000172,0.0000458,0.0000525,0.0000656,-0.0000058,0.0000139,-0.0000013,-0.0000103,-0.0841887,0.0002726,0.1919561,-0.0554145,-0.0159177,-0.0180900,-0.0270324,-0.0101764,0.0158363,0.0078304,-0.0001582,0.0307356,0.0162121,-0.0022525,-0.0158126,0.0030380,0.0109208,0.0182667,0.0141545,0.0005272,-0.0015815,0.0011243,-0.0041619
